date,city,l1_category,l2_category,est_qty_sold
2025-03-22,Madurai,Munchies,Papad & Fryums,0
2025-03-31,Chandigarh,Munchies,Bhujia & Mixtures,10
2025-03-23,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-03,Kharar,Munchies,Bhujia & Mixtures,0
2025-03-16,Agra,Munchies,Bhujia & Mixtures,12
2025-03-30,Bengaluru,Munchies,Bhujia & Mixtures,324
2025-03-10,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-06,Lucknow,Munchies,Bhujia & Mixtures,60
2025-03-11,Guntur,Munchies,Papad & Fryums,0
2025-03-21,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-18,Panchkula,Munchies,Bhujia & Mixtures,20
2025-04-01,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-20,Delhi,Munchies,Bhujia & Mixtures,521
2025-03-28,Delhi,Munchies,Bhujia & Mixtures,426
2025-03-17,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-06,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-08,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-06,Delhi,Munchies,Bhujia & Mixtures,1060
2025-03-03,Vijayawada,Munchies,Bhujia & Mixtures,0
2025-04-01,Mysore,Munchies,Papad & Fryums,0
2025-03-19,Noida,Munchies,Bhujia & Mixtures,74
2025-03-21,Meerut,Munchies,Bhujia & Mixtures,9
2025-04-01,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-20,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-12,Lucknow,Munchies,Bhujia & Mixtures,92
2025-03-09,Jaipur,Munchies,Bhujia & Mixtures,40
2025-03-10,Amritsar,Munchies,Bhujia & Mixtures,28
2025-03-16,Amritsar,Munchies,Bhujia & Mixtures,6
2025-03-03,Belgaum,Munchies,Papad & Fryums,0
2025-03-01,Madurai,Munchies,Papad & Fryums,0
2025-03-07,Madurai,Munchies,Papad & Fryums,0
2025-03-29,Mumbai,Munchies,Papad & Fryums,160
2025-03-06,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-01,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-20,Hyderabad,Munchies,Bhujia & Mixtures,274
2025-03-24,Rohtak,Munchies,Bhujia & Mixtures,9
2025-03-05,Lonavala,Munchies,Papad & Fryums,0
2025-03-13,Noida,Munchies,Bhujia & Mixtures,282
2025-03-24,Panchkula,Munchies,Bhujia & Mixtures,0
2025-04-01,Rohtak,Munchies,Bhujia & Mixtures,6
2025-03-03,Vellore,Munchies,Bhujia & Mixtures,0
2025-04-02,Noida,Munchies,Bhujia & Mixtures,0
2025-03-07,Meerut,Munchies,Bhujia & Mixtures,0
2025-03-30,Gurgaon,Munchies,Bhujia & Mixtures,224
2025-03-28,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-27,Noida,Munchies,Bhujia & Mixtures,81
2025-03-21,Bengaluru,Munchies,Papad & Fryums,20
2025-03-24,Amritsar,Munchies,Bhujia & Mixtures,12
2025-03-30,Amritsar,Munchies,Bhujia & Mixtures,12
2025-03-07,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-27,Bengaluru,Munchies,Papad & Fryums,16
2025-03-23,Vijayawada,Munchies,Bhujia & Mixtures,45
2025-03-28,Visakhapatnam,Munchies,Bhujia & Mixtures,15
2025-03-20,Visakhapatnam,Munchies,Bhujia & Mixtures,72
2025-03-30,Jalandhar,Munchies,Bhujia & Mixtures,6
2025-03-27,Thrissur,Munchies,Bhujia & Mixtures,6
2025-03-01,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-03,Ludhiana,Munchies,Bhujia & Mixtures,0
2025-03-11,Ludhiana,Munchies,Bhujia & Mixtures,0
2025-03-04,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-04-02,Pune,Munchies,Bhujia & Mixtures,0
2025-03-22,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-30,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-09,Vijayawada,Munchies,Bhujia & Mixtures,16
2025-03-16,Jalandhar,Munchies,Bhujia & Mixtures,6
2025-03-24,Kozhikode,Munchies,Papad & Fryums,0
2025-03-21,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-27,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-17,Ludhiana,Munchies,Bhujia & Mixtures,12
2025-03-20,Dharwad,Munchies,Bhujia & Mixtures,4
2025-03-26,Lucknow,Munchies,Bhujia & Mixtures,15
2025-03-06,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-06,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-04-02,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-10,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-16,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-10,Jalandhar,Munchies,Bhujia & Mixtures,16
2025-03-16,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-20,Lucknow,Munchies,Bhujia & Mixtures,28
2025-04-02,Sonipat,Munchies,Bhujia & Mixtures,0
2025-03-08,Gurgaon,Munchies,Bhujia & Mixtures,712
2025-03-28,Bengaluru,Munchies,Papad & Fryums,32
2025-03-31,Surat,Munchies,Bhujia & Mixtures,3
2025-03-10,Panipat,Munchies,Bhujia & Mixtures,0
2025-03-26,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-27,Lucknow,Munchies,Bhujia & Mixtures,53
2025-03-22,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-31,Amritsar,Munchies,Bhujia & Mixtures,21
2025-03-06,Erode,Munchies,Papad & Fryums,0
2025-03-31,Ludhiana,Munchies,Bhujia & Mixtures,10
2025-03-06,Mysore,Munchies,Bhujia & Mixtures,16
2025-03-18,Kozhikode,Munchies,Papad & Fryums,0
2025-03-29,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-10,Hyderabad,Munchies,Papad & Fryums,132
2025-03-10,Kozhikode,Munchies,Papad & Fryums,0
2025-03-13,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-04,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-31,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-11,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-26,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-10,Mohali,Munchies,Bhujia & Mixtures,16
2025-03-08,Kurukshetra,Munchies,Bhujia & Mixtures,8
2025-03-20,Meerut,Munchies,Bhujia & Mixtures,24
2025-03-08,Manipal,Munchies,Papad & Fryums,0
2025-03-28,Meerut,Munchies,Bhujia & Mixtures,9
2025-03-16,Pune,Munchies,Papad & Fryums,30
2025-03-19,Pune,Munchies,Bhujia & Mixtures,43
2025-03-23,Thrissur,Munchies,Papad & Fryums,0
2025-03-20,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-13,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-11,Chennai,Munchies,Bhujia & Mixtures,148
2025-03-10,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-18,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-16,Manipal,Munchies,Papad & Fryums,0
2025-03-21,Agra,Munchies,Bhujia & Mixtures,0
2025-03-24,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-18,Karnal,Munchies,Bhujia & Mixtures,12
2025-03-19,Rewa,Munchies,Bhujia & Mixtures,18
2025-03-18,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-28,Mumbai,Munchies,Bhujia & Mixtures,160
2025-03-29,Belgaum,Munchies,Bhujia & Mixtures,8
2025-03-07,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-11,Amritsar,Munchies,Bhujia & Mixtures,12
2025-03-21,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-28,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-11,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-10,Kolkata,Munchies,Bhujia & Mixtures,117
2025-03-19,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-31,Dera Bassi,Munchies,Bhujia & Mixtures,3
2025-03-23,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-30,Hyderabad,Munchies,Papad & Fryums,5
2025-03-18,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-26,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-05,Mysore,Munchies,Bhujia & Mixtures,16
2025-03-08,Madurai,Munchies,Papad & Fryums,0
2025-03-11,Hyderabad,Munchies,Papad & Fryums,0
2025-03-27,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-05,Visakhapatnam,Munchies,Papad & Fryums,12
2025-03-01,Panipat,Munchies,Bhujia & Mixtures,0
2025-03-30,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-10,Rewa,Munchies,Bhujia & Mixtures,28
2025-03-16,Bengaluru,Munchies,Bhujia & Mixtures,380
2025-03-23,Mumbai,Munchies,Papad & Fryums,430
2025-03-29,Mangaluru,Munchies,Bhujia & Mixtures,4
2025-03-17,Kharar,Munchies,Bhujia & Mixtures,48
2025-03-29,Erode,Munchies,Bhujia & Mixtures,0
2025-03-04,Visakhapatnam,Munchies,Papad & Fryums,8
2025-03-08,Belgaum,Munchies,Papad & Fryums,0
2025-03-01,Nashik,Munchies,Papad & Fryums,3
2025-03-01,Mumbai,Munchies,Bhujia & Mixtures,166
2025-03-31,Chennai,Munchies,Papad & Fryums,10
2025-03-20,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-19,Ambala,Munchies,Bhujia & Mixtures,6
2025-03-10,Chennai,Munchies,Bhujia & Mixtures,264
2025-03-29,Meerut,Munchies,Bhujia & Mixtures,5
2025-03-19,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-01,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-18,Mysore,Munchies,Papad & Fryums,0
2025-03-16,Madurai,Munchies,Papad & Fryums,0
2025-03-07,Manipal,Munchies,Papad & Fryums,0
2025-03-22,Agra,Munchies,Bhujia & Mixtures,0
2025-03-18,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-11,Vijayawada,Munchies,Papad & Fryums,0
2025-03-05,Dharwad,Munchies,Papad & Fryums,0
2025-03-19,Vijayawada,Munchies,Papad & Fryums,0
2025-03-09,Pune,Munchies,Bhujia & Mixtures,402
2025-03-20,Rohtak,Munchies,Bhujia & Mixtures,0
2025-03-28,Rohtak,Munchies,Bhujia & Mixtures,0
2025-03-13,Kozhikode,Munchies,Papad & Fryums,0
2025-03-09,Thrissur,Munchies,Papad & Fryums,0
2025-03-16,Ludhiana,Munchies,Bhujia & Mixtures,3
2025-03-27,Manipal,Munchies,Papad & Fryums,0
2025-03-05,Jalandhar,Munchies,Bhujia & Mixtures,24
2025-04-02,Chennai,Munchies,Bhujia & Mixtures,0
2025-03-04,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-17,Guntur,Munchies,Bhujia & Mixtures,0
2025-04-02,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-24,Bhiwadi,Munchies,Bhujia & Mixtures,0
2025-04-02,Hyderabad,Munchies,Bhujia & Mixtures,0
2025-03-05,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-11,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-25,Durgigudi,Munchies,Bhujia & Mixtures,18
2025-03-06,Rohtak,Munchies,Bhujia & Mixtures,12
2025-03-23,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-23,Pune,Munchies,Bhujia & Mixtures,93
2025-03-06,Erode,Munchies,Bhujia & Mixtures,0
2025-03-27,Dharwad,Munchies,Papad & Fryums,0
2025-03-05,Chennai,Munchies,Bhujia & Mixtures,172
2025-03-13,Manipal,Munchies,Papad & Fryums,0
2025-03-03,Jalandhar,Munchies,Bhujia & Mixtures,0
2025-03-18,Kochi,Munchies,Bhujia & Mixtures,24
2025-03-19,Vellore,Munchies,Papad & Fryums,0
2025-03-03,Pune,Munchies,Bhujia & Mixtures,47
2025-03-05,Bengaluru,Munchies,Bhujia & Mixtures,1208
2025-03-29,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-05,Vijayawada,Munchies,Papad & Fryums,0
2025-03-26,Lonavala,Munchies,Papad & Fryums,0
2025-04-02,Dharwad,Munchies,Papad & Fryums,0
2025-03-03,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-28,Udupi,Munchies,Bhujia & Mixtures,0
2025-04-01,Bhiwadi,Munchies,Bhujia & Mixtures,0
2025-03-27,Patiala,Munchies,Bhujia & Mixtures,0
2025-04-02,Patiala,Munchies,Bhujia & Mixtures,0
2025-04-02,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-09,Muzaffarnagar,Munchies,Bhujia & Mixtures,8
2025-03-08,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-20,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-04,Kochi,Munchies,Bhujia & Mixtures,4
2025-03-12,Kochi,Munchies,Bhujia & Mixtures,8
2025-03-11,Faridabad,Munchies,Bhujia & Mixtures,40
2025-03-19,Faridabad,Munchies,Bhujia & Mixtures,24
2025-03-03,Sonipat,Munchies,Bhujia & Mixtures,0
2025-03-11,Noida,Munchies,Bhujia & Mixtures,194
2025-03-03,Noida,Munchies,Bhujia & Mixtures,17
2025-03-21,Mumbai,Munchies,Papad & Fryums,36
2025-03-19,Agra,Munchies,Bhujia & Mixtures,6
2025-03-13,Mumbai,Munchies,Papad & Fryums,163
2025-04-02,Kozhikode,Munchies,Papad & Fryums,0
2025-03-17,Kundli,Munchies,Bhujia & Mixtures,6
2025-03-05,Jaipur,Munchies,Bhujia & Mixtures,39
2025-03-12,Lonavala,Munchies,Papad & Fryums,0
2025-03-24,Kolkata,Munchies,Bhujia & Mixtures,103
2025-04-02,Faridabad,Munchies,Bhujia & Mixtures,0
2025-03-31,Mysore,Munchies,Bhujia & Mixtures,27
2025-03-03,Gurgaon,Munchies,Bhujia & Mixtures,51
2025-03-11,Kundli,Munchies,Bhujia & Mixtures,4
2025-04-01,Bengaluru,Munchies,Papad & Fryums,16
2025-03-20,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-26,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-13,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-31,Lucknow,Munchies,Bhujia & Mixtures,21
2025-03-19,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-04-01,Erode,Munchies,Papad & Fryums,0
2025-03-11,Mysore,Munchies,Bhujia & Mixtures,0
2025-03-11,Jalandhar,Munchies,Bhujia & Mixtures,8
2025-03-05,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-21,Barabanki,Munchies,Bhujia & Mixtures,6
2025-03-07,Mumbai,Munchies,Papad & Fryums,420
2025-03-27,Kozhikode,Munchies,Papad & Fryums,0
2025-03-24,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-17,Gurgaon,Munchies,Bhujia & Mixtures,174
2025-03-18,Zirakpur,Munchies,Bhujia & Mixtures,32
2025-03-26,Delhi,Munchies,Bhujia & Mixtures,489
2025-03-25,Faridabad,Munchies,Bhujia & Mixtures,29
2025-03-11,Gurgaon,Munchies,Bhujia & Mixtures,284
2025-03-07,Panipat,Munchies,Bhujia & Mixtures,0
2025-03-05,Patiala,Munchies,Bhujia & Mixtures,8
2025-03-03,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-09,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-27,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-04-02,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-21,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-29,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-05,Mysore,Munchies,Papad & Fryums,0
2025-03-31,Noida,Munchies,Bhujia & Mixtures,141
2025-03-25,Kolkata,Munchies,Bhujia & Mixtures,116
2025-03-28,Kozhikode,Munchies,Papad & Fryums,0
2025-03-07,Amritsar,Munchies,Bhujia & Mixtures,56
2025-03-23,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-12,Manipal,Munchies,Papad & Fryums,0
2025-03-11,Lonavala,Munchies,Papad & Fryums,0
2025-03-13,Rohtak,Munchies,Bhujia & Mixtures,15
2025-03-09,Mathura,Munchies,Bhujia & Mixtures,0
2025-04-01,Zirakpur,Munchies,Bhujia & Mixtures,0
2025-03-06,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-04,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-27,Mumbai,Munchies,Papad & Fryums,109
2025-03-25,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-17,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-12,Delhi,Munchies,Bhujia & Mixtures,469
2025-03-26,Gurgaon,Munchies,Bhujia & Mixtures,307
2025-03-30,Kharar,Munchies,Bhujia & Mixtures,6
2025-03-18,Gurgaon,Munchies,Bhujia & Mixtures,285
2025-03-26,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-19,Chandigarh,Munchies,Bhujia & Mixtures,45
2025-03-26,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-27,Chennai,Munchies,Papad & Fryums,9
2025-03-31,Vijayawada,Munchies,Bhujia & Mixtures,28
2025-03-04,Noida,Munchies,Bhujia & Mixtures,344
2025-03-04,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-22,Navsari,Munchies,Bhujia & Mixtures,0
2025-03-12,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-25,Sonipat,Munchies,Bhujia & Mixtures,0
2025-03-18,Hyderabad,Munchies,Bhujia & Mixtures,268
2025-03-19,Jaipur,Munchies,Bhujia & Mixtures,26
2025-03-04,Delhi,Munchies,Bhujia & Mixtures,1182
2025-03-11,Bengaluru,Munchies,Bhujia & Mixtures,537
2025-03-06,Panipat,Munchies,Bhujia & Mixtures,8
2025-03-27,Ghaziabad,Munchies,Bhujia & Mixtures,96
2025-03-10,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-31,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-11,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-16,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-24,Alwar,Munchies,Bhujia & Mixtures,0
2025-04-01,Visakhapatnam,Munchies,Bhujia & Mixtures,12
2025-03-04,Pune,Munchies,Bhujia & Mixtures,428
2025-03-05,Vellore,Munchies,Papad & Fryums,0
2025-04-02,Hyderabad,Munchies,Papad & Fryums,0
2025-03-13,Vellore,Munchies,Papad & Fryums,0
2025-03-18,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-03,Mohali,Munchies,Bhujia & Mixtures,0
2025-03-01,Thrissur,Munchies,Bhujia & Mixtures,9
2025-03-31,Mumbai,Munchies,Bhujia & Mixtures,137
2025-03-06,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-28,Mumbai,Munchies,Papad & Fryums,86
2025-03-24,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-19,Bengaluru,Munchies,Bhujia & Mixtures,228
2025-03-16,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-12,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-31,Dharwad,Munchies,Bhujia & Mixtures,6
2025-03-23,Rewa,Munchies,Bhujia & Mixtures,6
2025-03-09,Udupi,Munchies,Bhujia & Mixtures,4
2025-04-01,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-18,Pune,Munchies,Papad & Fryums,30
2025-03-20,Chandigarh,Munchies,Bhujia & Mixtures,52
2025-03-13,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-13,Chennai,Munchies,Bhujia & Mixtures,239
2025-03-25,Vijayawada,Munchies,Papad & Fryums,3
2025-03-18,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-03,Coimbatore,Munchies,Papad & Fryums,0
2025-03-27,Kochi,Munchies,Bhujia & Mixtures,9
2025-03-29,Belgaum,Munchies,Papad & Fryums,0
2025-03-26,Tiruchirapalli,Munchies,Bhujia & Mixtures,9
2025-03-12,Noida,Munchies,Bhujia & Mixtures,240
2025-03-19,Kochi,Munchies,Bhujia & Mixtures,39
2025-03-06,Chennai,Munchies,Bhujia & Mixtures,192
2025-03-11,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-26,Dharwad,Munchies,Papad & Fryums,0
2025-03-20,Jaipur,Munchies,Bhujia & Mixtures,4
2025-03-24,Pune,Munchies,Bhujia & Mixtures,119
2025-03-04,Visakhapatnam,Munchies,Bhujia & Mixtures,48
2025-03-06,Vijayawada,Munchies,Papad & Fryums,0
2025-03-10,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-04-01,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-01,Ludhiana,Munchies,Bhujia & Mixtures,7
2025-03-25,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-19,Hyderabad,Munchies,Bhujia & Mixtures,204
2025-03-29,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-26,Mysore,Munchies,Bhujia & Mixtures,3
2025-03-25,Pune,Munchies,Papad & Fryums,33
2025-03-16,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-13,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-24,Mathura,Munchies,Bhujia & Mixtures,0
2025-04-02,Bengaluru,Munchies,Papad & Fryums,0
2025-04-02,Pune,Munchies,Papad & Fryums,0
2025-03-10,Bengaluru,Munchies,Bhujia & Mixtures,1012
2025-03-18,Bengaluru,Munchies,Bhujia & Mixtures,744
2025-03-24,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-16,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-17,Zirakpur,Munchies,Bhujia & Mixtures,15
2025-03-20,Agra,Munchies,Bhujia & Mixtures,4
2025-03-06,Vellore,Munchies,Papad & Fryums,0
2025-03-05,Kochi,Munchies,Bhujia & Mixtures,24
2025-03-25,Bharuch,Munchies,Bhujia & Mixtures,0
2025-03-12,Faridabad,Munchies,Bhujia & Mixtures,43
2025-03-13,Kochi,Munchies,Bhujia & Mixtures,48
2025-03-20,Faridabad,Munchies,Bhujia & Mixtures,35
2025-03-03,Bathinda,Munchies,Bhujia & Mixtures,2
2025-03-13,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-09,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-30,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-18,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-06,Agra,Munchies,Bhujia & Mixtures,20
2025-03-24,Bengaluru,Munchies,Bhujia & Mixtures,429
2025-03-30,Rewa,Munchies,Bhujia & Mixtures,6
2025-03-05,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-27,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-04,Mysore,Munchies,Bhujia & Mixtures,4
2025-03-24,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-11,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-25,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-25,Bathinda,Munchies,Bhujia & Mixtures,12
2025-03-19,Pune,Munchies,Papad & Fryums,12
2025-03-23,Coimbatore,Munchies,Papad & Fryums,6
2025-03-04,Dera Bassi,Munchies,Bhujia & Mixtures,16
2025-03-10,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-08,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-31,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-12,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-31,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-26,Faridabad,Munchies,Bhujia & Mixtures,36
2025-03-27,Erode,Munchies,Bhujia & Mixtures,0
2025-03-04,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-04,Panchkula,Munchies,Bhujia & Mixtures,16
2025-03-05,Chandigarh,Munchies,Bhujia & Mixtures,32
2025-03-05,Erode,Munchies,Papad & Fryums,0
2025-03-28,Chennai,Munchies,Bhujia & Mixtures,151
2025-03-31,Karnal,Munchies,Bhujia & Mixtures,3
2025-03-23,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-06,Nashik,Munchies,Papad & Fryums,0
2025-03-03,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-16,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-05,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-10,Ambala,Munchies,Bhujia & Mixtures,12
2025-03-11,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-09,Kharar,Munchies,Bhujia & Mixtures,24
2025-03-04,Mysore,Munchies,Papad & Fryums,0
2025-03-19,Rohtak,Munchies,Bhujia & Mixtures,6
2025-03-22,Mangaluru,Munchies,Bhujia & Mixtures,24
2025-03-25,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-29,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-24,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-25,Rohtak,Munchies,Bhujia & Mixtures,3
2025-03-28,Vellore,Munchies,Papad & Fryums,0
2025-03-25,Lonavala,Munchies,Papad & Fryums,0
2025-03-30,Sonipat,Munchies,Bhujia & Mixtures,3
2025-03-20,Vellore,Munchies,Papad & Fryums,0
2025-03-04,Bengaluru,Munchies,Bhujia & Mixtures,1028
2025-04-01,Durgigudi,Munchies,Bhujia & Mixtures,6
2025-03-28,Thrissur,Munchies,Papad & Fryums,0
2025-03-24,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-27,Erode,Munchies,Papad & Fryums,0
2025-03-11,Chandigarh,Munchies,Bhujia & Mixtures,24
2025-03-05,Erode,Munchies,Bhujia & Mixtures,0
2025-03-30,Mathura,Munchies,Bhujia & Mixtures,3
2025-03-06,Kozhikode,Munchies,Papad & Fryums,0
2025-03-31,Kharar,Munchies,Bhujia & Mixtures,9
2025-03-13,Bengaluru,Munchies,Papad & Fryums,165
2025-03-26,Nashik,Munchies,Papad & Fryums,0
2025-04-01,Delhi,Munchies,Bhujia & Mixtures,222
2025-03-11,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-12,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-29,Madurai,Munchies,Papad & Fryums,0
2025-03-31,Lonavala,Munchies,Papad & Fryums,0
2025-03-09,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-05,Rohtak,Munchies,Bhujia & Mixtures,16
2025-03-04,Gurgaon,Munchies,Bhujia & Mixtures,832
2025-03-17,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-12,Gurgaon,Munchies,Bhujia & Mixtures,458
2025-03-08,Kharar,Munchies,Bhujia & Mixtures,16
2025-03-10,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-12,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-16,Amravati,Munchies,Bhujia & Mixtures,3
2025-03-31,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-07,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-17,Vijayawada,Munchies,Bhujia & Mixtures,18
2025-04-02,Chandigarh,Munchies,Bhujia & Mixtures,0
2025-03-12,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-07,Belgaum,Munchies,Papad & Fryums,0
2025-03-20,Hyderabad,Munchies,Papad & Fryums,69
2025-03-06,Mangaluru,Munchies,Papad & Fryums,0
2025-03-18,Delhi,Munchies,Bhujia & Mixtures,686
2025-03-07,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-04,Hyderabad,Munchies,Bhujia & Mixtures,364
